RespondentID,StartDate,EndDate,IP_Address,Pop_Code,Region,Family_Name,Given_Name,email,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,EarthTrek_name,Population_Type,Type_Other,Understory,Roadside,Hand_Removal,Herbicide,Mowing,Biocontrol,None_Known,Sampled_Before,NPlots,P1Ros,P1Adult,P1Ros0,P1Ros20,P1Ros40,P1Ros60,P1Ros80,P1Adult0,P1Adult20,P1Adult40,P1Adult60,P1Adult80,P1Fruits0,P1Fruits20,P1Fruits40,P1Fruits60,P1Fruits80,P1Leaves0,P1Leaves20,P1Leaves40,P1Leaves60,P1Leaves80,P1Dmg0,P1Dmg20,P1Dmg40,P1Dmg60,P1Dmg80,P2Ros,P2Adult,P2Ros0,P2Ros20,P2Ros40,P2Ros60,P2Ros80,P2Adult0,P2Adult20,P2Adult40,P2Adult60,P2Adult80,P2Fruits0,P2Fruits20,P2Fruits40,P2Fruits60,P2Fruits80,P2Leaves0,P2Leaves20,P2Leaves40,P2Leaves60,P2Leaves80,P2Dmg0,P2Dmg20,P2Dmg40,P2Dmg60,P2Dmg80,P3Ros,P3Adult,P3Ros0,P3Ros20,P3Ros40,P3Ros60,P3Ros80,P3Adult0,P3Adult20,P3Adult40,P3Adult60,P3Adult80,P3Fruits0,P3Fruits20,P3Fruits40,P3Fruits60,P3Fruits80,P3Leaves0,P3Leaves20,P3Leaves40,P3Leaves60,P3Leaves80,P3Dmg0,P3Dmg20,P3Dmg40,P3Dmg60,P3Dmg80,P4Ros,P4Adult,P4Ros0,P4Ros20,P4Ros40,P4Ros60,P4Ros80,P4Adult0,P4Adult20,P4Adult40,P4Adult60,P4Adult80,P4Fruits0,P4Fruits20,P4Fruits40,P4Fruits60,P4Fruits80,P4Leaves0,P4Leaves20,P4Leaves40,P4Leaves60,P4Leaves80,P4Dmg0,P4Dmg20,P4Dmg40,P4Dmg60,P4Dmg80,P5Ros,P5Adult,P5Ros0,P5Ros20,P5Ros40,P5Ros60,P5Ros80,P5Adult0,P5Adult20,P5Adult40,P5Adult60,P5Adult80,P5Fruits0,P5Fruits20,P5Fruits40,P5Fruits60,P5Fruits80,P5Leaves0,P5Leaves20,P5Leaves40,P5Leaves60,P5Leaves80,P5Dmg0,P5Dmg20,P5Dmg40,P5Dmg60,P5Dmg80,P6Ros,P6Adult,P6Ros0,P6Ros20,P6Ros40,P6Ros60,P6Ros80,P6Adult0,P6Adult20,P6Adult40,P6Adult60,P6Adult80,P6Fruits0,P6Fruits20,P6Fruits40,P6Fruits60,P6Fruits80,P6Leaves0,P6Leaves20,P6Leaves40,P6Leaves60,P6Leaves80,P6Dmg0,P6Dmg20,P6Dmg40,P6Dmg60,P6Dmg80,P7Ros,P7Adult,P7Ros0,P7Ros20,P7Ros40,P7Ros60,P7Ros80,P7Adult0,P7Adult20,P7Adult40,P7Adult60,P7Adult80,P7Fruits0,P7Fruits20,P7Fruits40,P7Fruits60,P7Fruits80,P7Leaves0,P7Leaves20,P7Leaves40,P7Leaves60,P7Leaves80,P7Dmg0,P7Dmg20,P7Dmg40,P7Dmg60,P7Dmg80,P8Ros,P8Adult,P8Ros0,P8Ros20,P8Ros40,P8Ros60,P8Ros80,P8Adult0,P8Adult20,P8Adult40,P8Adult60,P8Adult80,P8Fruits0,P8Fruits20,P8Fruits40,P8Fruits60,P8Fruits80,P8Leaves0,P8Leaves20,P8Leaves40,P8Leaves60,P8Leaves80,P8Dmg0,P8Dmg20,P8Dmg40,P8Dmg60,P8Dmg80,P9Ros,P9Adult,P9Ros0,P9Ros20,P9Ros40,P9Ros60,P9Ros80,P9Adult0,P9Adult20,P9Adult40,P9Adult60,P9Adult80,P9Fruits0,P9Fruits20,P9Fruits40,P9Fruits60,P9Fruits80,P9Leaves0,P9Leaves20,P9Leaves40,P9Leaves60,P9Leaves80,P9Dmg0,P9Dmg20,P9Dmg40,P9Dmg60,P9Dmg80,P10Ros,P10Adult,P10Ros0,P10Ros20,P10Ros40,P10Ros60,P10Ros80,P10Adult0,P10Adult20,P10Adult40,P10Adult60,P10Adult80,P10Fruits0,P10Fruits20,P10Fruits40,P10Fruits60,P10Fruits80,P10Leaves0,P10Leaves20,P10Leaves40,P10Leaves60,P10Leaves80,P10Dmg0,P10Dmg20,P10Dmg40,P10Dmg60,P10Dmg80,email_update,email_update_address,Day,Year,second_survey,P1RosFung,P1AdultFung,P1Fung0,P1Fung20,P1Fung40,P1Fung60,P1Fung80,P2RosFung,P2AdultFung,P2Fung0,P2Fung20,P2Fung40,P2Fung60,P2Fung80,P3RosFung,P3AdultFung,P3Fung0,P3Fung20,P3Fung40,P3Fung60,P3Fung80,P4RosFung,P4AdultFung,P4Fung0,P4Fung20,P4Fung40,P4Fung60,P4Fung80,P5RosFung,P5AdultFung,P5Fung0,P5Fung20,P5Fung40,P5Fung60,P5Fung80,P6RosFung,P6AdultFung,P6Fung0,P6Fung20,P6Fung40,P6Fung60,P6Fung80,P7RosFung,P7AdultFung,P7Fung0,P7Fung20,P7Fung40,P7Fung60,P7Fung80,P8RosFung,P8AdultFung,P8Fung0,P8Fung20,P8Fung40,P8Fung60,P8Fung80,P9RosFung,P9AdultFung,P9Fung0,P9Fung20,P9Fung40,P9Fung60,P9Fung80,P10RosFung,P10AdultFung,P10Fung0,P10Fung20,P10Fung40,P10Fung60,P10Fung80,CoverPic_Mean
27,7/13/2010__10:29:50_PM,7/13/2010__11:13:54_PM,REDACTED,MHNAT1,NorthAm,REDACTED,REDACTED,REDACTED,6/30/2010,41.96159983,-71.35269983,60,181.76,80,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,82,14,31,15.1,15.9,12.4,10.5,44.4,41.2,40.3,79.1,64.2,15,18,12,11,18,5,7,4,7,8,3,7,3,5,3,35,48,9.2,8.1,9.9,12.2,3.2,46.1,46.3,34.9,49.8,54,18,13,11,9,14,5,4,2,5,0,3,4,2,5,0,151,6,4.6,6.5,3.2,4.4,9,54,30.2,62.6,67.3,62.8,10,13,15,11,13,4,0,5,0,14,4,0,4,0,10,79,15,9.1,11.1,8.9,7.6,12.8,75.3,64,48.5,38.3,45,10,10,18,14,15,9,6,2,0,0,7,2,2,0,0,133,9,12,6.4,10.5,13.2,4.5,90.1,91.3,61.5,39.2,49.9,20,16,7,8,7,12,8,0,0,0,5,3,0,0,0,21,36,12.6,4.9,8.1,4.2,4.8,51,35.5,58.3,24.2,54.2,14,12,20,9,12,5,0,5,2,2,5,0,3,2,2,8,49,9.9,6.3,18.1,3.1,3.7,66.7,58.3,51.6,45.3,36,21,18,24,15,11,5,4,0,0,0,5,3,0,0,0,34,5,3.4,6.8,7.5,10.1,10.5,40.3,38.7,39.7,35.5,31.2,9,15,15,8,9,0,0,0,5,4,0,0,0,2,3,99,0,9,8.1,7.5,18.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0,4.5,3.3,8.2,21,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,heard.m@gmail.com,180,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.97333333
28,7/13/2010__6:44:31_PM,7/13/2010__6:58:28_PM,REDACTED,EDSAN3,NorthAm,REDACTED,REDACTED,REDACTED,7/4/2010,48.489167,-123.4062333,61,750,40,REDACTED,Other(Specify),Garry_Oak_grove_(isolated_trees_not_understory_per_se),0,0,1,0,0,0,0,NA,7,63,20,8.5,7,5,3,6,32,26,24,30,33,4,2,3,3,4,6,5,5,5,4,0,1,0,0,1,159,0,9,13,9,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,0,9,10,19,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,14,12,33,17,18,26,40,55,39,NA,5,7,8,8,NA,4,3,15,9,NA,1,1,1,2,NA,120,3,9,13,10,13,5,NA,NA,NA,55,26.5,NA,NA,NA,6,4,NA,NA,NA,9,6,NA,NA,NA,0,0,49,7,15,11,7,3,9,43,27,35,25,NA,9,5,8,5,NA,10,7,9,3,NA,0,1,2,1,NA,305,5,8,3,6,2,3,44,35,NA,NA,27,10,6,NA,NA,4,8,5,NA,NA,2,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3
29,7/13/2010__6:19:50_PM,7/13/2010__6:28:53_PM,REDACTED,DWTLR1,NorthAm,REDACTED,REDACTED,REDACTED,6/21/2010,41.20712,-73.83465983,155.4,1500,60,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,5/25/2010,10,162,9,10.43,7.71,19.6,2.93,7.25,23.5,61.6,82.55,34.93,83.82,2,3,36,4,54,4,18,22,6,0,0,7,2,2,0,125,1,18,10.43,5.69,8.05,12.67,69.85,NA,NA,NA,NA,20,NA,NA,NA,NA,13,NA,NA,NA,NA,5,NA,NA,NA,NA,192,0,9.44,1.8,6.41,6.28,9.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,12.62,11.94,8.75,8.65,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,3,11.81,8.11,8.36,15.88,7.12,41.91,78.74,NA,NA,74.93,9,36,NA,NA,21,6,11,NA,NA,16,4,0,NA,NA,5,136,6,4.62,9.78,7.64,6.15,6.2,34.93,50.8,46.36,72.39,NA,7,11,10,34,NA,6,10,7,15,NA,2,3,2,2,NA,220,0,6.63,8.63,7.54,9.56,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,1,7.32,7.34,4.72,4.94,6.91,NA,NA,28.58,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,NA,127,0,7.51,9.47,6.18,4.61,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0,6.31,4.1,3.86,3.81,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.16
28,7/13/2010__6:01:48_PM,7/13/2010__6:42:55_PM,REDACTED,EDSAN2,NorthAm,REDACTED,REDACTED,REDACTED,7/4/2010,48.52333333,-123.375,78.2,600,60,REDACTED,Forest_Edge,NA,0,0,1,0,0,0,0,NA,10,478,0,12,11.5,8.3,9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,0,7.5,6.8,10,4.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,0,5.7,13.2,5,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,3,8,7,11,15,9,NA,42,74,NA,NA,NA,10,10,NA,NA,NA,6,8,NA,NA,NA,0,3,NA,NA,178,7,10,13,11,7,4,51,24,55,59,54,8,2,8,11,6,8,4,12,7,7,0,2,2,3,2,245,2,6,11,14,12,13,24,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,98,2,15,16,7,12,6,45,NA,NA,46,NA,4,NA,NA,7,NA,7,NA,NA,8,NA,0,NA,NA,0,NA,66,3,7,14,18,13,15,NA,26,45,16,NA,NA,3,6,3,NA,NA,6,6,5,NA,NA,0,0,0,NA,25,3,16,11,7,8,12,NA,NA,37,NA,22,NA,NA,3,NA,3,NA,NA,9,NA,12,NA,NA,1,NA,2,34,2,11,23,17,11,16,NA,38,NA,NA,NA,NA,6,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,184,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.97
29,7/13/2010__5:49:26_PM,7/13/2010__5:57:59_PM,REDACTED,DWLCC3,NorthAm,REDACTED,REDACTED,REDACTED,6/22/2010,41.127415,-73.73046983,201.2,1000,90,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,5/26/2010,10,48,2,3.71,5.9,6.67,5.2,5.99,NA,NA,NA,44.45,22.86,NA,NA,NA,6,3,NA,NA,NA,0,4,NA,NA,NA,0,1,58,0,6,8.36,4.73,4.74,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,8,10.34,4.55,8.23,10.64,2.96,29.21,34.93,35.56,19.05,52.71,3,6,7,1,10,5,6,0,4,8,0,0,0,3,0,89,5,8.13,8.61,4.43,3.99,7.02,NA,NA,34.29,45.09,26.04,NA,NA,4,10,3,NA,NA,5,12,5,NA,NA,0,0,0,80,0,5.74,5.05,13.02,5.62,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2,10.21,8.89,11.27,11.11,10.83,NA,NA,30.48,30.48,NA,NA,NA,3,1,NA,NA,NA,6,5,NA,NA,NA,0,1,NA,57,9,6.67,5.34,3.75,2.95,8.34,55.88,55.25,57.79,29.21,42.55,10,8,10,2,8,10,8,8,6,15,2,2,0,0,3,46,3,9.62,9.43,4.8,11.49,6.81,25.4,67.95,NA,NA,26.04,4,11,NA,NA,2,2,6,NA,NA,6,0,2,NA,NA,0,46,5,6.02,6.42,4.3,3.06,3.31,48.26,49.53,59.69,52.71,80.65,7,8,14,9,21,7,11,15,7,14,1,0,0,0,0,103,13,8.51,10.5,3.39,6.98,3,43.82,47.63,48.26,44.45,46.99,4,7,10,7,6,10,8,9,7,8,0,0,0,0,0,NA,NA,172,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.33
28,7/13/2010__5:28:34_PM,7/13/2010__6:00:27_PM,REDACTED,EDSAN1,NorthAm,REDACTED,REDACTED,REDACTED,7/3/2010,48.49166667,-123.3061111,43.7,30,65,REDACTED,Forest_Edge,NA,0,0,1,0,0,0,0,NA,10,4,14,6.6,7,NA,10.5,8,36,36,27.5,31,14,34,3,3,2,3,23,5,4,6,7,5,0,2,3,2,4,3,4.5,12.5,8,11,NA,47,23,49,NA,NA,42,7,15,NA,NA,29,5,7,NA,NA,2,0,0,NA,NA,3,3,NA,8,6,6.5,NA,45,58,70,NA,NA,7,7,10,NA,NA,6,7,6,NA,NA,2,0,5,NA,NA,4,2,NA,10,14,15,13,NA,105.5,NA,75,NA,NA,27,NA,19,NA,NA,17,NA,21,NA,NA,6,NA,6,NA,2,3,NA,NA,4,NA,13,NA,NA,44,NA,45,NA,NA,6,NA,5,NA,NA,11,NA,7,NA,NA,1,NA,1,0,3,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,6,NA,NA,NA,NA,11,NA,NA,NA,NA,6,NA,NA,NA,6,3,4,5,NA,4,6.5,NA,26,NA,25,NA,NA,4,NA,8,NA,NA,5,NA,7,NA,NA,0,NA,1,NA,14,18,11,6,14,12,5,42,45,33,45,42,9,5,6,7,5,10,7,7,7,7,0,1,0,1,1,13,4,8,7,17,18,NA,43,26,NA,33,NA,7,8,NA,3,NA,7,8,NA,5,NA,0,0,NA,2,NA,NA,NA,183,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.32
29,7/13/2010__5:26:18_PM,7/13/2010__5:39:29_PM,REDACTED,DWLCC1,NorthAm,REDACTED,REDACTED,REDACTED,6/16/2010,41.13036,-73.29739983,29.3,500,90,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,5/26/2010,10,152,7,7.98,3.58,5.84,1.39,5.22,35.56,25.4,19.69,37.47,62.23,7,3,4,5,22,4,7,6,7,10,0,0,1,1,2,138,5,2.69,3.08,5.63,4.64,5.05,23.5,48.26,NA,25.4,55.25,4,10,NA,3,23,5,9,NA,4,19,0,1,NA,0,3,280,2,4.09,7.33,4.96,6.06,4.43,NA,43.82,6.99,NA,NA,NA,7,1,NA,NA,NA,9,4,NA,NA,NA,0,0,NA,NA,202,2,11.27,4.48,4.15,2.91,6.19,NA,38.1,NA,24.13,NA,NA,7,NA,3,NA,NA,7,NA,7,NA,NA,4,NA,0,NA,190,8,8.08,3.03,4.83,2.57,6.97,31.12,54.61,33.66,46.99,34.29,7,11,5,6,4,10,12,6,8,7,10,3,1,2,3,323,5,2.69,4.38,6.55,5.29,5.23,55.88,69.85,50.8,47.63,NA,10,16,9,6,NA,12,19,9,8,NA,3,5,3,4,NA,188,0,7.14,4.84,3.47,2.7,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,1,4.03,11.15,8.36,6.84,7.15,NA,NA,NA,NA,36.2,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,NA,NA,6,82,1,6.85,6.76,4.28,9.02,6.83,26.67,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,37,1,3.7,5.08,5.68,7.17,11.93,NA,NA,NA,NA,24.13,NA,NA,NA,NA,3,NA,NA,NA,NA,15,NA,NA,NA,NA,15,NA,NA,166,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.76
28,7/13/2010__4:57:34_PM,7/13/2010__5:26:47_PM,REDACTED,EDVIC1,NorthAm,REDACTED,REDACTED,REDACTED,7/3/2010,48.473931,-123.345728,110,24,75,REDACTED,Forest_Understory,NA,1,0,1,0,0,0,0,NA,8,23,14,15,4,3.5,10.5,6,60,20,40,32,35,11,1,5,3,1,9,18,9,11,7,5,3,3,5,1,13,5,10,4.3,10,6,3.5,26.5,27.5,18.2,33,34,5,3,2,5,5,9,8,6,14,11,0,3,1,8,2,11,3,8,5.5,6,5.8,6.2,30.2,NA,NA,26.5,64,3,NA,NA,2,14,9,NA,NA,6,12,1,NA,NA,1,0,20,2,10,17,11.5,15,7,45,NA,NA,NA,49,8,NA,NA,NA,7,9,NA,NA,NA,9,0,NA,NA,NA,3,28,0,9,6,9,13,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,11,17,14,9.5,5.5,39.5,26,37,42,24,14,5,3,5,2,11,7,8,8,7,0,0,0,0,1,11,4,7,16,8.5,12.5,8.5,24.5,NA,32,49,42,4,NA,3,7,5,11,NA,5,8,6,0,NA,1,2,1,4,6,13,3.5,9.2,NA,8,45,23.5,66.5,37,31,5,2,11,4,3,5,5,9,6,6,1,2,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,183,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.16
30,7/13/2010__2:25:31_PM,7/13/2010__2:41:30_PM,REDACTED,LBMN01,NorthAm,REDACTED,REDACTED,REDACTED,7/1/2010,40.54066667,-80.10319444,255,119,75,REDACTED,Other(Specify),floodplain_forest_understory,1,0,0,0,0,0,1,NA,10,0,17,NA,NA,NA,NA,NA,72,116,98,80,72,12,62,62,14,17,0,0,0,0,0,0,0,0,0,0,0,13,NA,NA,NA,NA,NA,81,108,84,127,73,14,37,16,34,14,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,87,NA,86,104,76,12,NA,21,35,16,0,NA,0,0,0,0,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,90,133,NA,NA,NA,13,48,NA,NA,NA,5,12,NA,NA,NA,3,3,1,2,NA,5,NA,NA,NA,NA,NA,NA,112,111,NA,NA,NA,27,28,NA,NA,NA,0,0,NA,NA,NA,0,0,3,9,NA,NA,NA,NA,8,103,96,108,NA,NA,26,16,27,NA,NA,0,0,3,NA,NA,0,0,0,NA,NA,3,0,11,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,5,14,9,NA,NA,NA,120,NA,NA,NA,NA,48,NA,NA,NA,NA,11,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,blood.laura.e@gmail.com,181,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.76
29,7/13/2010__2:14:40_AM,7/13/2010__2:22:19_AM,REDACTED,DWNYBG1,NorthAm,REDACTED,REDACTED,REDACTED,6/10/2010,40.86032,-73.87327,28,200,95,REDACTED,Forest_Edge,NA,0,0,0,0,0,0,1,5/19/2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,NA,NA,NA,NA,NA,66.68,44.45,37.47,26.67,51.44,15,3,0,3,7,13,9,7,4,12,4,1,0,0,2,0,16,NA,NA,NA,NA,NA,50.8,54.61,46.99,68.58,72.39,9,6,5,16,21,12,12,11,14,21,2,3,5,2,6,0,21,NA,NA,NA,NA,NA,41.91,88.9,61.6,43.82,34.29,3,17,8,10,0,10,17,11,11,4,3,2,4,3,0,0,16,NA,NA,NA,NA,NA,71.12,71.76,66.04,62.23,65.41,4,10,7,0,4,11,12,10,14,12,4,3,6,6,5,0,8,NA,NA,NA,NA,NA,74.93,50.17,67.31,67.31,57.15,20,1,5,12,4,15,8,14,11,13,7,4,2,7,2,0,16,NA,NA,NA,NA,NA,NA,NA,62.23,64.77,73.03,NA,NA,15,19,18,NA,NA,11,15,11,NA,NA,9,13,3,0,27,NA,NA,NA,NA,NA,41.91,65.41,77.47,66.04,69.85,0,6,9,8,21,4,5,10,6,13,0,1,2,1,2,NA,NA,160,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.97875
